Id;Tipo Muert.;Provincia;Canton;Area del Hecho;Lugar;Tipo Lugar;Fecha InfracciÛn;Hora Infraccion;Arma;Tipo Arma;Probable Causa M.;Edad;Sexo;Etnia;Estado Civil;Nacionalidad;Anos;Mes
715;ASESINATO;SANTA ELENA;LA LIBERTAD;URBANO;CASA/VILLA;PRIVADO;13/2/23;22:25;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;40;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
716;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;14/2/23;02:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;24;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
717;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;13/2/23;23:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;HOMBRE;AFRO;NO DETERMINADO;ECUADOR;2023;febrero
718;ASESINATO;ESMERALDAS;ESMERALDAS;URBANO;VIA PUBLICA;PUBLICO;13/2/23;22:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;41;HOMBRE;MULATO/A;SOLTERO;ECUADOR;2023;febrero
719;ASESINATO;LOS RIOS;QUEVEDO;URBANO;PARQUEADEROS;PUBLICO;13/2/23;17:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;32;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
720;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;14/2/23;09:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;28;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
721;ASESINATO;PICHINCHA;QUITO;URBANO;CASA/VILLA;PRIVADO;13/2/23;22:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;26;HOMBRE;MESTIZO/A;NO DETERMINADO;VENEZUELA;2023;febrero
722;ASESINATO;ESMERALDAS;SAN LORENZO;RURAL;VIA PUBLICA;PUBLICO;12/2/23;22:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;38;HOMBRE;MESTIZO/A;NO DETERMINADO;COLOMBIA;2023;febrero
723;ASESINATO;ESMERALDAS;SAN LORENZO;RURAL;VIA PUBLICA;PUBLICO;12/2/23;22:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;40;HOMBRE;MESTIZO/A;NO DETERMINADO;NO DETERMINADO;2023;febrero
724;HOMICIDIO;PICHINCHA;QUITO;URBANO;VIA PUBLICA;PUBLICO;14/2/23;19:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;40;HOMBRE;MESTIZO/A;NO DETERMINADO;OTROS;2023;febrero
725;ASESINATO;ESMERALDAS;ESMERALDAS;URBANO;DEPARTAMENTO EN CASA O EDIFICIO;PRIVADO;13/2/23;21:00;CONSTRICTORA;OTRO;ESTRANGULACION;45;HOMBRE;MESTIZO/A;DIVORCIADO;ECUADOR;2023;febrero
726;ASESINATO;GUAYAS;BALZAR;URBANO;VIA PUBLICA;PUBLICO;12/2/23;01:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;21;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
727;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;14/2/23;19:10;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;31;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
728;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;14/2/23;22:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;24;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;febrero
729;ASESINATO;EL ORO;MACHALA;URBANO;VIA PUBLICA;PUBLICO;15/2/23;01:10;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;36;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
730;ASESINATO;EL ORO;HUAQUILLAS;URBANO;SALAS DE BELLEZA;PRIVADO;14/2/23;13:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;35;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
731;ASESINATO;EL ORO;HUAQUILLAS;RURAL;VIA PUBLICA;PUBLICO;14/2/23;23:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;20;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
732;ASESINATO;SANTA ELENA;LA LIBERTAD;URBANO;VIA PUBLICA;PUBLICO;15/2/23;12:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;36;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;febrero
733;ASESINATO;GUAYAS;MILAGRO;URBANO;VIA PUBLICA;PUBLICO;15/2/23;14:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;HOMBRE;OTROS;NO DETERMINADO;VENEZUELA;2023;febrero
734;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;15/2/23;13:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;18;HOMBRE;MULATO/A;SOLTERO;ECUADOR;2023;febrero
735;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;15/2/23;13:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;HOMBRE;MESTIZO/A;NO DETERMINADO;NO DETERMINADO;2023;febrero
736;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;15/2/23;18:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;49;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
737;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;15/2/23;23:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;16;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
738;ASESINATO;LOS RIOS;QUEVEDO;URBANO;VIA PUBLICA;PUBLICO;15/2/23;21:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;28;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
739;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;15/2/23;14:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;55;HOMBRE;MESTIZO/A;DIVORCIADO;ECUADOR;2023;febrero
740;ASESINATO;LOS RIOS;VENTANAS;URBANO;VIA PUBLICA;PUBLICO;14/2/23;15:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;34;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
741;ASESINATO;LOS RIOS;VENTANAS;URBANO;CASA/VILLA;PRIVADO;15/2/23;18:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;21;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
742;ASESINATO;LOS RIOS;VENTANAS;URBANO;CASA/VILLA;PRIVADO;15/2/23;18:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;0;MUJER;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
743;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;15/2/23;16:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;21;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
744;ASESINATO;GUAYAS;PEDRO CARBO;URBANO;LOCALES DE NECESIDADES BASICAS;PRIVADO;10/2/23;17:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;24;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
745;ASESINATO;MANABI;MANTA;URBANO;VIA PUBLICA;PUBLICO;15/2/23;23:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;HOMBRE;MESTIZO/A;NO DETERMINADO;COLOMBIA;2023;febrero
746;ASESINATO;MANABI;MANTA;URBANO;VIA PUBLICA;PUBLICO;15/2/23;23:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;HOMBRE;MESTIZO/A;NO DETERMINADO;COLOMBIA;2023;febrero
747;ASESINATO;MANABI;MANTA;URBANO;VIA PUBLICA;PUBLICO;15/2/23;23:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;29;HOMBRE;MESTIZO/A;NO DETERMINADO;COLOMBIA;2023;febrero
748;ASESINATO;EL ORO;MACHALA;URBANO;VIA PUBLICA;PUBLICO;16/2/23;09:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;29;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
749;ASESINATO;MANABI;MANTA;URBANO;VIA PUBLICA;PUBLICO;16/2/23;15:05;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;42;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
750;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;16/2/23;08:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;febrero
751;ASESINATO;MANABI;PEDERNALES;URBANO;VIA PUBLICA;PUBLICO;16/2/23;15:34;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;39;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
752;ASESINATO;GUAYAS;DAULE;URBANO;VIA PUBLICA;PUBLICO;16/2/23;11:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;49;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;febrero
753;ASESINATO;SUCUMBIOS;LAGO AGRIO;URBANO;VIA PUBLICA;PUBLICO;16/2/23;21:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;febrero
754;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;16/2/23;12:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;14;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
755;ASESINATO;LOS RIOS;VALENCIA;RURAL;VIA PUBLICA;PUBLICO;16/2/23;21:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;MUJER;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
756;ASESINATO;LOS RIOS;VENTANAS;RURAL;VIA PUBLICA;PUBLICO;16/2/23;23:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;20;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
757;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;16/2/23;13:00;CONSTRICTORA;OTRO;ESTRANGULACION;32;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
758;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;16/2/23;16:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;49;MUJER;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
759;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;16/2/23;16:10;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;13;MUJER;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
760;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;16/2/23;20:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;29;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
761;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;16/2/23;20:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;38;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
762;ASESINATO;LOS RIOS;PALENQUE;RURAL;VIA PUBLICA;PUBLICO;16/2/23;21:48;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;59;HOMBRE;MONTUBIO/A;SOLTERO;ECUADOR;2023;febrero
763;ASESINATO;PICHINCHA;QUITO;URBANO;VIA PUBLICA;PUBLICO;15/2/23;19:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;25;NO DETERMINADO;OTROS;NO DETERMINADO;NO DETERMINADO;2023;febrero
764;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;16/2/23;22:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;32;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
765;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;16/2/23;22:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;41;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;febrero
766;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;16/2/23;11:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;16;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
767;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;15/2/23;22:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;33;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
768;ASESINATO;LOS RIOS;QUEVEDO;URBANO;VIA PUBLICA;PUBLICO;17/2/23;12:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;31;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
769;ASESINATO;MANABI;PEDERNALES;URBANO;VIA PUBLICA;PUBLICO;17/2/23;10:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
770;ASESINATO;EL ORO;PASAJE;URBANO;VIA PUBLICA;PUBLICO;16/2/23;22:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;febrero
771;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;FINCA;PRIVADO;16/2/23;20:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
772;ASESINATO;ESMERALDAS;ESMERALDAS;URBANO;VIA PUBLICA;PUBLICO;17/2/23;15:18;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;60;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;febrero
773;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;17/2/23;17:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;21;HOMBRE;OTROS;SOLTERO;ECUADOR;2023;febrero
774;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;17/2/23;17:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;59;HOMBRE;OTROS;SOLTERO;ECUADOR;2023;febrero
775;ASESINATO;GUAYAS;MILAGRO;URBANO;VIA PUBLICA;PUBLICO;16/2/23;17:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
776;ASESINATO;GUAYAS;BALAO;RURAL;VIA PUBLICA;PUBLICO;10/2/23;19:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;26;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
777;HOMICIDIO;CHIMBORAZO;GUANO;URBANO;VIA PUBLICA;PUBLICO;17/2/23;21:30;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;22;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
778;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;17/2/23;18:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;23;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
779;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;17/2/23;18:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;24;HOMBRE;MESTIZO/A;NO DETERMINADO;NO DETERMINADO;2023;febrero
780;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;17/2/23;16:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;24;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
781;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;LOCALES DE NECESIDADES BASICAS;PRIVADO;17/2/23;22:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;42;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;febrero
782;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;LOCALES DE NECESIDADES BASICAS;PRIVADO;17/2/23;22:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;36;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
783;ASESINATO;EL ORO;MACHALA;URBANO;HOSPITALES;PRIVADO;17/2/23;04:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;35;NO DETERMINADO;MESTIZO/A;SOLTERO;PERU;2023;febrero
784;ASESINATO;LOS RIOS;QUEVEDO;URBANO;VIA PUBLICA;PUBLICO;18/2/23;01:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;38;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
785;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;17/2/23;21:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
786;SICARIATO;GUAYAS;PALESTINA;URBANO;VIA PUBLICA;PUBLICO;17/2/23;21:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;56;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
787;ASESINATO;MANABI;PORTOVIEJO;URBANO;CASA/VILLA;PRIVADO;17/2/23;19:10;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;37;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
788;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;17/2/23;22:30;ARMA DE FUEGO;PISTOLA             ;HERIDA POR ARMA DE FUEGO;19;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
789;ASESINATO;MANABI;PORTOVIEJO;URBANO;VIA PUBLICA;PUBLICO;18/2/23;06:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;24;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
790;ASESINATO;MANABI;PORTOVIEJO;URBANO;VIA PUBLICA;PUBLICO;18/2/23;06:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;23;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
791;ASESINATO;EL ORO;PASAJE;URBANO;VIA PUBLICA;PUBLICO;18/2/23;00:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;26;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
792;HOMICIDIO;PICHINCHA;QUITO;URBANO;VIA PUBLICA;PUBLICO;18/2/23;04:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;HOMBRE;MESTIZO/A;NO DETERMINADO;VENEZUELA;2023;febrero
793;ASESINATO;MANABI;MANTA;URBANO;VIA PUBLICA;PUBLICO;18/2/23;12:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
794;HOMICIDIO;CHIMBORAZO;CUMANDA;URBANO;VIA PUBLICA;PUBLICO;17/2/23;23:02;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;23;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
795;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;18/2/23;19:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;20;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
796;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;18/2/23;19:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
797;ASESINATO;MANABI;PORTOVIEJO;URBANO;VIA PUBLICA;PUBLICO;18/2/23;13:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
798;FEMICIDIO;PICHINCHA;QUITO;URBANO;CASA/VILLA;PRIVADO;19/2/23;02:30;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;43;MUJER;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
799;FEMICIDIO;LOS RIOS;QUEVEDO;URBANO;CASA/VILLA;PRIVADO;19/2/23;07:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;59;MUJER;MESTIZO/A;CASADO;ECUADOR;2023;febrero
800;ASESINATO;EL ORO;PASAJE;URBANO;VIA PUBLICA;PUBLICO;18/2/23;20:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;24;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
801;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;19/2/23;02:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;23;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;febrero
802;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;19/2/23;02:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;31;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
803;ASESINATO;MANABI;PORTOVIEJO;URBANO;MERCADOS;PUBLICO;18/2/23;16:35;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;38;HOMBRE;MONTUBIO/A;CASADO;ECUADOR;2023;febrero
804;ASESINATO;MANABI;PORTOVIEJO;URBANO;MERCADOS;PUBLICO;18/2/23;16:35;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;38;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
805;ASESINATO;LOS RIOS;BUENA FE;URBANO;VIA PUBLICA;PUBLICO;19/2/23;12:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;36;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;febrero
806;HOMICIDIO;ORELLANA;LORETO;RURAL;VIA PUBLICA;PUBLICO;18/2/23;18:00;ARMA CONTUNDENTE;OTRO;HERIDAS CONTUSAS;22;HOMBRE;INDIGENA            ;SOLTERO;ECUADOR;2023;febrero
807;ASESINATO;MANABI;JARAMIJO;RURAL;TERRENO BALDIO;PUBLICO;19/2/23;01:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;24;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
808;HOMICIDIO;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;RURAL;CASA/VILLA;PRIVADO;19/2/23;11:30;ARMA CONTUNDENTE;OTRO;HERIDAS CONTUSAS;34;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
809;ASESINATO;GUAYAS;MILAGRO;URBANO;VIA PUBLICA;PUBLICO;19/2/23;21:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;26;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
810;ASESINATO;SANTA ELENA;SALINAS;URBANO;HOSPITALES;PRIVADO;19/2/23;22:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA BLANCA;28;HOMBRE;NO DETERMINADO;SOLTERO;ECUADOR;2023;febrero
811;ASESINATO;GUAYAS;DURAN;URBANO;CASA/VILLA;PRIVADO;19/2/23;12:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;36;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
812;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;19/2/23;17:10;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
813;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;19/2/23;17:10;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
814;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;19/2/23;21:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;48;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
815;ASESINATO;GUAYAS;DURAN;URBANO;PARQUEADEROS;PUBLICO;19/2/23;22:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
816;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;19/2/23;23:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;69;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;febrero
817;ASESINATO;MANABI;SUCRE;RURAL;TERRENO BALDIO;PUBLICO;20/2/23;03:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA BLANCA;28;HOMBRE;MESTIZO/A;DIVORCIADO;ECUADOR;2023;febrero
818;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;19/2/23;23:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;42;HOMBRE;MESTIZO/A;DIVORCIADO;ECUADOR;2023;febrero
819;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;19/2/23;23:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;HOMBRE;NO DETERMINADO;SOLTERO;ECUADOR;2023;febrero
