Id;Tipo Muert.;Provincia;Canton;Area del Hecho;Lugar;Tipo Lugar;Fecha InfracciÛn;Hora Infraccion;Arma;Tipo Arma;Probable Causa M.;Edad;Sexo;Etnia;Estado Civil;Nacionalidad;Anos;Mes
1;ASESINATO;PICHINCHA;QUITO;URBANO;VIA PUBLICA;PUBLICO;1/1/23;03:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;45;HOMBRE;MESTIZO/A;NO DETERMINADO;OTROS;2023;enero
2;ASESINATO;LOS RIOS;URDANETA;URBANO;VIA PUBLICA;PUBLICO;1/1/23;04:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
3;HOMICIDIO;LOS RIOS;QUEVEDO;URBANO;VIA PUBLICA;PUBLICO;1/1/23;09:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;38;MUJER;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
4;HOMICIDIO;PICHINCHA;QUITO;URBANO;VIA PUBLICA;PUBLICO;1/1/23;05:00;ARMA CONTUNDENTE;OTRO;HERIDAS CONTUSAS;33;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
5;ASESINATO;GUAYAS;NARANJITO;URBANO;VIA PUBLICA;PUBLICO;1/1/23;06:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;MUJER;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
6;ASESINATO;MANABI;PEDERNALES;URBANO;VIA PUBLICA;PUBLICO;1/1/23;07:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
7;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;1/1/23;00:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;43;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
8;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;1/1/23;00:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;3;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
9;ASESINATO;GUAYAS;DURAN;URBANO;VIA PUBLICA;PUBLICO;1/1/23;03:25;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;26;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
10;ASESINATO;MANABI;PORTOVIEJO;URBANO;VIA PUBLICA;PUBLICO;1/1/23;05:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;24;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
11;ASESINATO;GUAYAS;BALZAR;URBANO;VIA PUBLICA;PUBLICO;1/1/23;17:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;23;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
12;ASESINATO;GUAYAS;BALZAR;URBANO;VIA PUBLICA;PUBLICO;1/1/23;21:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;23;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
13;ASESINATO;LOS RIOS;QUEVEDO;URBANO;VIA PUBLICA;PUBLICO;1/1/23;18:55;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;26;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
14;HOMICIDIO;LOS RIOS;BABAHOYO;URBANO;CONJUNTO HABITACIONAL;PRIVADO;1/1/23;22:10;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;63;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero
15;ASESINATO;LOS RIOS;BABAHOYO;URBANO;VIA PUBLICA;PUBLICO;1/1/23;21:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
16;HOMICIDIO;LOS RIOS;BABAHOYO;URBANO;VIA PUBLICA;PUBLICO;1/1/23;11:30;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;42;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
17;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;1/1/23;06:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;18;MUJER;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
18;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;1/1/23;23:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;24;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
19;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;2/1/23;01:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;33;HOMBRE;AFRO;CASADO;ECUADOR;2023;enero
20;ASESINATO;GUAYAS;BALZAR;URBANO;CENTROS Y SUBCENTROS DE SALUD;PRIVADO;1/1/23;22:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;43;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
21;ASESINATO;GUAYAS;ALFREDO BAQUERIZO MORENO;URBANO;VIA PUBLICA;PUBLICO;1/1/23;20:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;44;HOMBRE;MESTIZO/A;DIVORCIADO;ECUADOR;2023;enero
22;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;2/1/23;04:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;29;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
23;ASESINATO;GUAYAS;SIMON BOLIVAR;URBANO;VIA PUBLICA;PUBLICO;1/1/23;23:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
24;FEMICIDIO;PICHINCHA;RUMI—AHUI;URBANO;VIA PUBLICA;PUBLICO;2/1/23;19:28;ARMA BLANCA;CUCHILLO            ;HERIDA POR ARMA BLANCA;35;MUJER;MESTIZO/A;CASADO;ECUADOR;2023;enero
25;ASESINATO;ESMERALDAS;ELOY ALFARO;URBANO;VIA PUBLICA;PUBLICO;1/1/23;23:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;33;HOMBRE;MULATO/A;SOLTERO;ECUADOR;2023;enero
26;ASESINATO;ESMERALDAS;ESMERALDAS;URBANO;VIA PUBLICA;PUBLICO;2/1/23;20:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;38;HOMBRE;AFRO;NO DETERMINADO;ECUADOR;2023;enero
27;ASESINATO;ESMERALDAS;ESMERALDAS;URBANO;VIA PUBLICA;PUBLICO;2/1/23;20:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;33;HOMBRE;AFRO;CASADO;ECUADOR;2023;enero
28;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;2/1/23;19:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
29;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;2/1/23;19:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;19;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
30;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;3/1/23;01:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;32;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
31;ASESINATO;LOS RIOS;BABAHOYO;URBANO;VIA PUBLICA;PUBLICO;2/1/23;19:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;19;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
32;ASESINATO;LOS RIOS;BABAHOYO;URBANO;VIA PUBLICA;PUBLICO;2/1/23;14:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;20;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
33;ASESINATO;LOS RIOS;BABAHOYO;URBANO;VIA PUBLICA;PUBLICO;2/1/23;22:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;28;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
34;HOMICIDIO;LOJA;CATAMAYO;URBANO;VIA PUBLICA;PUBLICO;1/1/23;20:00;OTROS;OTRO;HERIDAS CONTUSAS;61;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
35;ASESINATO;GUAYAS;DAULE;RURAL;FINCA;PRIVADO;2/1/23;12:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;0;HOMBRE;AFRO;NO DETERMINADO;NIGERIA;2023;enero
36;ASESINATO;ESMERALDAS;RIOVERDE;URBANO;VIA PUBLICA;PUBLICO;3/1/23;07:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;23;HOMBRE;AFRO;NO DETERMINADO;ECUADOR;2023;enero
37;ASESINATO;ESMERALDAS;RIOVERDE;URBANO;VIA PUBLICA;PUBLICO;3/1/23;07:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;26;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero
38;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;3/1/23;17:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;26;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
39;ASESINATO;EL ORO;MACHALA;URBANO;VIA PUBLICA;PUBLICO;3/1/23;16:10;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;20;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
40;ASESINATO;MANABI;PEDERNALES;URBANO;VIA PUBLICA;PUBLICO;3/1/23;19:36;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;44;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
41;ASESINATO;SUCUMBIOS;LAGO AGRIO;URBANO;CENTROS DE REHABILITACION SOCIAL;PRIVADO;3/1/23;12:15;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;27;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
42;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;4/1/23;03:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero
43;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;4/1/23;03:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;14;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
44;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;CASA/VILLA;PRIVADO;4/1/23;03:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
45;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;4/1/23;04:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;15;HOMBRE;BLANCO/A;NO DETERMINADO;NO DETERMINADO;2023;enero
46;ASESINATO;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;URBANO;VIA PUBLICA;PUBLICO;3/1/23;15:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;53;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
47;ASESINATO;MANABI;SUCRE;URBANO;VIA PUBLICA;PUBLICO;3/1/23;21:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
48;ASESINATO;LOS RIOS;PUEBLO VIEJO;URBANO;CASA/VILLA;PRIVADO;3/1/23;16:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;37;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
49;ASESINATO;MANABI;MONTECRISTI;RURAL;TERRENO BALDIO;PUBLICO;3/1/23;15:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;23;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
50;ASESINATO;SANTA ELENA;LA LIBERTAD;URBANO;VIA PUBLICA;PUBLICO;4/1/23;04:55;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;42;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
51;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;OTROS LOCALES COMERCIALES;PRIVADO;3/1/23;19:27;ARMA CONTUNDENTE;OTRO;HERIDAS CONTUSAS;56;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero
52;ASESINATO;EL ORO;MACHALA;URBANO;VIA PUBLICA;PUBLICO;4/1/23;08:10;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;30;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
53;ASESINATO;GUAYAS;DAULE;URBANO;VIA PUBLICA;PUBLICO;4/1/23;13:35;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
54;ASESINATO;EL ORO;MACHALA;URBANO;VIA PUBLICA;PUBLICO;4/1/23;13:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;44;MUJER;MESTIZO/A;CASADO;ECUADOR;2023;enero
55;ASESINATO;MANABI;MONTECRISTI;URBANO;VIA PUBLICA;PUBLICO;4/1/23;19:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;29;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
56;HOMICIDIO;PICHINCHA;QUITO;URBANO;VIA PUBLICA;PUBLICO;4/1/23;18:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;HOMBRE;NO DETERMINADO;NO DETERMINADO;NO DETERMINADO;2023;enero
57;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;4/1/23;19:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
58;HOMICIDIO;PICHINCHA;QUITO;URBANO;VIA PUBLICA;PUBLICO;5/1/23;02:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;32;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
59;ASESINATO;LOS RIOS;BABAHOYO;RURAL;VIA PUBLICA;PUBLICO;4/1/23;18:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;44;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero
60;ASESINATO;LOS RIOS;BABAHOYO;URBANO;VIA PUBLICA;PUBLICO;4/1/23;19:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;0;MUJER;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
61;ASESINATO;ESMERALDAS;ESMERALDAS;URBANO;VIA PUBLICA;PUBLICO;4/1/23;20:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;21;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero
62;ASESINATO;LOS RIOS;PUEBLO VIEJO;URBANO;CASA/VILLA;PRIVADO;5/1/23;12:11;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;43;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
63;ASESINATO;EL ORO;MACHALA;URBANO;VIA PUBLICA;PUBLICO;5/1/23;13:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;41;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero
64;ASESINATO;EL ORO;PASAJE;URBANO;VIA PUBLICA;PUBLICO;5/1/23;14:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;20;HOMBRE;MESTIZO/A;SOLTERO;VENEZUELA;2023;enero
65;ASESINATO;SANTA ELENA;LA LIBERTAD;URBANO;CASA/VILLA;PRIVADO;5/1/23;15:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;23;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
66;ASESINATO;LOS RIOS;QUEVEDO;URBANO;VIA PUBLICA;PUBLICO;5/1/23;09:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
67;ASESINATO;MANABI;PEDERNALES;URBANO;VIA PUBLICA;PUBLICO;5/1/23;11:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;18;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
68;ASESINATO;MANABI;PORTOVIEJO;URBANO;VIA PUBLICA;PUBLICO;5/1/23;15:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;43;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
69;ASESINATO;CA—AR;AZOGUES;URBANO;PATIOS DE COMIDAS;PRIVADO;4/1/23;22:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;29;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
70;ASESINATO;GUAYAS;BALZAR;URBANO;VIA PUBLICA;PUBLICO;5/1/23;19:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;enero
71;ASESINATO;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;URBANO;VIA PUBLICA;PUBLICO;5/1/23;15:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;20;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
72;ASESINATO;NAPO;TENA;RURAL;VIA PUBLICA;PUBLICO;5/1/23;22:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;36;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero
73;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;5/1/23;15:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;50;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
74;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;5/1/23;16:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;21;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
75;ASESINATO;EL ORO;MACHALA;URBANO;VIA PUBLICA;PUBLICO;5/1/23;21:49;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;19;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
76;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;5/1/23;19:05;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;29;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
77;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;5/1/23;19:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;19;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
78;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;5/1/23;19:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;38;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
79;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;5/1/23;21:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero
80;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;PANADERIA;PRIVADO;6/1/23;05:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;53;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
81;ASESINATO;GUAYAS;NARANJAL;RURAL;TERRENO BALDIO;PUBLICO;6/1/23;07:20;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;43;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
82;ASESINATO;MANABI;PEDERNALES;URBANO;VIA PUBLICA;PUBLICO;6/1/23;00:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;32;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
83;ASESINATO;ESMERALDAS;ESMERALDAS;RURAL;VIA PUBLICA;PUBLICO;5/1/23;12:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;21;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero
84;ASESINATO;ESMERALDAS;ESMERALDAS;RURAL;VIA PUBLICA;PUBLICO;5/1/23;12:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;29;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero
85;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;6/1/23;12:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;25;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
86;ASESINATO;ESMERALDAS;ESMERALDAS;URBANO;VIA PUBLICA;PUBLICO;6/1/23;07:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;0;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
87;ASESINATO;GUAYAS;DURAN;URBANO;VIA PUBLICA;PUBLICO;6/1/23;10:30;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;43;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero
88;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;6/1/23;07:15;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;0;HOMBRE;NO DETERMINADO;NO DETERMINADO;NO DETERMINADO;2023;enero
89;HOMICIDIO;PICHINCHA;QUITO;URBANO;VIA PUBLICA;PUBLICO;6/1/23;17:30;ARMA BLANCA;CUCHILLO            ;HERIDA POR ARMA BLANCA;14;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
90;HOMICIDIO;PICHINCHA;QUITO;URBANO;CASA/VILLA;PRIVADO;7/1/23;04:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;23;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
91;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;7/1/23;01:50;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;31;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
92;HOMICIDIO;ESMERALDAS;ATACAMES;RURAL;VIA PUBLICA;PUBLICO;3/1/23;02:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;29;HOMBRE;MESTIZO/A;NO DETERMINADO;ECUADOR;2023;enero
93;ASESINATO;GUAYAS;MILAGRO;URBANO;VIA PUBLICA;PUBLICO;6/1/23;22:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;31;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero
94;ASESINATO;ESMERALDAS;ELOY ALFARO;RURAL;VIA PUBLICA;PUBLICO;7/1/23;07:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;21;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero
95;ASESINATO;EL ORO;ARENILLAS;URBANO;VIA PUBLICA;PUBLICO;7/1/23;10:38;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;23;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
96;ASESINATO;LOS RIOS;QUEVEDO;URBANO;VIA PUBLICA;PUBLICO;7/1/23;13:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;32;HOMBRE;AFRO;SOLTERO;ECUADOR;2023;enero
97;ASESINATO;MANABI;MANTA;URBANO;PLAYA;PUBLICO;7/1/23;07:45;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;38;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
98;ASESINATO;GUAYAS;SALITRE;RURAL;CASA/VILLA;PRIVADO;8/1/23;21:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;35;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
99;HOMICIDIO;PICHINCHA;QUITO;URBANO;VIA PUBLICA;PUBLICO;7/1/23;20:13;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;35;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero
100;HOMICIDIO;PICHINCHA;QUITO;URBANO;VIA PUBLICA;PUBLICO;7/1/23;19:45;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;24;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
101;HOMICIDIO;PICHINCHA;QUITO;URBANO;CASA/VILLA;PRIVADO;8/1/23;02:00;ARMA BLANCA;OTRO;HERIDA POR ARMA BLANCA;32;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
102;ASESINATO;MANABI;SUCRE;URBANO;VIA PUBLICA;PUBLICO;8/1/23;00:40;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;27;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
103;ASESINATO;GUAYAS;GUAYAQUIL;URBANO;VIA PUBLICA;PUBLICO;8/1/23;01:35;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;35;HOMBRE;MONTUBIO/A;SOLTERO;ECUADOR;2023;enero
104;ASESINATO;GUAYAS;NARANJAL;RURAL;TERRENO BALDIO;PUBLICO;7/1/23;22:00;ARMA CONTUNDENTE;OTRO;HERIDAS CONTUSAS;51;HOMBRE;MESTIZO/A;SOLTERO;ECUADOR;2023;enero
105;ASESINATO;PICHINCHA;RUMI—AHUI;URBANO;HOSPITALES;PRIVADO;7/1/23;22:30;ARMA BLANCA;CUCHILLO            ;HERIDA POR ARMA BLANCA;38;HOMBRE;MESTIZO/A;CASADO;ECUADOR;2023;enero
106;ASESINATO;ESMERALDAS;RIOVERDE;RURAL;VIA PUBLICA;PUBLICO;8/1/23;01:00;ARMA DE FUEGO;OTRO;HERIDA POR ARMA DE FUEGO;22;HOMBRE;AFRO;NO DETERMINADO;COLOMBIA;2023;enero
